group_type,group_value,channel,sample_count,range_signed_mean,range_signed_median,range_signed_mode,range_signed_std,range_mae,range_rmse,range_within_0_rate,range_within_1_rate,range_within_2_rate,range_within_3_rate,velocity_signed_mean,velocity_signed_median,velocity_signed_mode,velocity_signed_std,velocity_mae,velocity_rmse,velocity_within_0_rate,velocity_within_1_rate,velocity_within_2_rate,velocity_within_3_rate
session_id,20260202_144319,H,5,0.8,4.0,4.0,3.9191835884530852,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144319,V,5,-2.4,-4.0,-4.0,3.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144327,H,5,3.2,3.0,2.0,1.16619037896906,3.2,3.40587727318528,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144327,V,5,3.0,4.0,5.0,2.280350850198276,3.4,3.7682887362833544,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144335,H,5,-1.8,-4.0,-4.0,3.124099870362662,3.4,3.605551275463989,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144335,V,5,-2.4,-4.0,-4.0,3.2,4.0,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144344,H,5,4.4,4.0,4.0,0.48989794855663565,4.4,4.427188724235731,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.48989794855663565,0.4,0.6324555320336759,0.6,1.0,1.0,1.0
session_id,20260202_144344,V,5,-0.4,-3.0,-4.0,4.029888335921977,4.0,4.049691346263317,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.48989794855663565,0.4,0.6324555320336759,0.6,1.0,1.0,1.0
session_id,20260202_144352,H,5,-3.8,-4.0,-4.0,0.39999999999999997,3.8,3.82099463490856,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144352,V,5,-1.0,-3.0,-3.0,3.03315017762062,3.0,3.1937438845342623,0.0,0.2,0.2,0.6,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144417,H,5,0.0,1.0,-5.0,2.8284271247461903,2.4,2.8284271247461903,0.0,0.4,0.6,0.8,-0.4,0.0,0.0,0.48989794855663565,0.4,0.6324555320336759,0.6,1.0,1.0,1.0
session_id,20260202_144417,V,5,2.2,2.0,2.0,0.39999999999999997,2.2,2.23606797749979,0.0,0.0,0.8,1.0,-0.4,0.0,0.0,0.48989794855663565,0.4,0.6324555320336759,0.6,1.0,1.0,1.0
session_id,20260202_144425,H,5,-3.0,-3.0,-4.0,0.8944271909999159,3.0,3.1304951684997055,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144425,V,5,-3.4,-4.0,-5.0,2.244994432064365,3.8,4.0743097574926725,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144433,H,5,-2.0,-4.0,-4.0,2.5298221281347035,2.8,3.22490309931942,0.2,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144433,V,5,-2.4,-4.0,-4.0,2.3323807579381204,3.2,3.3466401061363023,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144458,H,5,2.0,4.0,4.0,3.286335345030997,3.6,3.847076812334269,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144458,V,5,3.6,4.0,4.0,1.3564659966250536,3.6,3.847076812334269,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144506,H,5,-0.2,1.0,1.0,2.4819347291981715,2.2,2.4899799195977463,0.0,0.4,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144506,V,5,0.0,1.0,2.0,2.280350850198276,2.0,2.280350850198276,0.0,0.4,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144515,H,5,1.8,4.0,5.0,3.6551333764994136,3.8,4.0743097574926725,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144515,V,5,4.2,4.0,4.0,0.7483314773547882,4.2,4.266145801540309,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144523,H,5,-3.8,-4.0,-4.0,0.39999999999999997,3.8,3.82099463490856,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144523,V,5,-2.6,-4.0,-4.0,2.33238075793812,3.4,3.492849839314596,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144539,H,4,-1.0,-1.0,-4.0,3.0,3.0,3.1622776601683795,0.0,0.0,0.5,0.5,-0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144539,V,4,2.5,2.0,1.0,1.6583123951777,2.5,3.0,0.0,0.5,0.5,0.75,0.0,0.0,0.0,0.7071067811865476,0.5,0.7071067811865476,0.5,1.0,1.0,1.0
session_id,20260202_144548,H,4,-2.5,-4.0,-4.0,2.598076211353316,3.5,3.605551275463989,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144548,V,4,-3.75,-4.0,-4.0,0.4330127018922193,3.75,3.774917217635375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
